date,numbers,number of full data,number of train data,start,end,acc,loss,recall,precision,F1_micro,F1_macro,average_acc,,,,,,,,,,,,,
02:56.2,4,500,533,41500,42000,89.00%,29.20%,89.00%,89.00%,89.00%,88.95%,82.25%,,,,,,,,,,,,,
07:38.7,5,500,533,41500,42000,86.00%,42.20%,86.00%,86.00%,86.00%,85.42%,83.00%,,,,,,,,,,,,,
12:27.5,1,500,539,42000,42500,89.00%,25.29%,89.00%,89.00%,89.00%,88.97%,89.00%,,,,,,,,,,,,,
17:14.0,2,500,539,42000,42500,82.00%,62.43%,82.00%,82.00%,82.00%,81.64%,85.50%,,,,,,,,,,,,,
21:58.3,3,500,539,42000,42500,81.00%,40.68%,81.00%,81.00%,81.00%,80.12%,84.00%,,,,,,,,,,,,,
26:43.9,4,500,539,42000,42500,85.00%,43.21%,85.00%,85.00%,85.00%,84.88%,84.25%,,,,,,,,,,,,,
31:29.9,5,500,539,42000,42500,86.00%,35.43%,86.00%,86.00%,86.00%,85.95%,84.60%,,,,,,,,,,,,,
36:21.5,1,500,546,42500,43000,84.00%,42.00%,84.00%,84.00%,84.00%,83.58%,84.00%,,,,,,,,,,,,,
41:09.2,2,500,546,42500,43000,82.00%,48.45%,82.00%,82.00%,82.00%,81.40%,83.00%,,,,,,,,,,,,,
45:57.1,3,500,546,42500,43000,74.00%,81.56%,74.00%,74.00%,74.00%,73.48%,80.00%,,,,,,,,,,,,,
50:45.1,4,500,546,42500,43000,79.00%,50.60%,79.00%,79.00%,79.00%,78.90%,79.75%,,,,,,,,,,,,,
55:30.3,5,500,546,42500,43000,77.00%,72.65%,77.00%,77.00%,77.00%,76.81%,79.20%,,,,,,,,,,,,,
00:15.0,1,500,528,43000,43500,81.00%,39.92%,81.00%,81.00%,81.00%,80.91%,81.00%,,,,,,,,,,,,,
04:53.6,2,500,528,43000,43500,68.00%,84.13%,68.00%,68.00%,68.00%,67.36%,74.50%,,,,,,,,,,,,,
09:32.7,3,500,528,43000,43500,84.00%,38.37%,84.00%,84.00%,84.00%,83.94%,77.67%,,,,,,,,,,,,,
14:12.9,4,500,528,43000,43500,77.00%,49.04%,77.00%,77.00%,77.00%,74.89%,77.50%,,,,,,,,,,,,,
18:52.0,5,500,528,43000,43500,82.00%,41.08%,82.00%,82.00%,82.00%,81.08%,78.40%,,,,,,,,,,,,,
23:40.1,1,500,538,43500,44000,85.00%,32.46%,85.00%,85.00%,85.00%,83.62%,85.00%,,,,,,,,,,,,,
28:24.7,2,500,538,43500,44000,85.00%,32.82%,85.00%,85.00%,85.00%,83.41%,85.00%,,,,,,,,,,,,,
33:08.7,3,500,538,43500,44000,87.00%,29.48%,87.00%,87.00%,87.00%,86.13%,85.67%,,,,,,,,,,,,,
37:54.1,4,500,538,43500,44000,84.00%,36.39%,84.00%,84.00%,84.00%,82.42%,85.25%,,,,,,,,,,,,,
42:37.4,5,500,538,43500,44000,87.00%,27.45%,87.00%,87.00%,87.00%,85.41%,85.60%,,,,,,,,,,,,,
47:26.0,1,500,537,44000,44500,81.00%,55.18%,81.00%,81.00%,81.00%,80.91%,81.00%,,,,,,,,,,,,,
52:10.2,2,500,537,44000,44500,80.00%,47.92%,80.00%,80.00%,80.00%,79.99%,80.50%,,,,,,,,,,,,,
56:54.3,3,500,537,44000,44500,78.00%,54.37%,78.00%,78.00%,78.00%,77.86%,79.67%,,,,,,,,,,,,,
01:38.4,4,500,537,44000,44500,81.00%,43.15%,81.00%,81.00%,81.00%,80.98%,80.00%,,,,,,,,,,,,,
06:22.4,5,500,537,44000,44500,82.00%,51.24%,82.00%,82.00%,82.00%,81.82%,80.40%,,,,,,,,,,,,,
11:13.5,1,500,544,44500,45000,91.00%,28.78%,91.00%,91.00%,91.00%,90.85%,91.00%,,,,,,,,,,,,,
16:01.0,2,500,544,44500,45000,89.00%,30.63%,89.00%,89.00%,89.00%,88.59%,90.00%,,,,,,,,,,,,,
20:48.1,3,500,544,44500,45000,88.00%,33.27%,88.00%,88.00%,88.00%,88.00%,89.33%,,,,,,,,,,,,,
25:35.4,4,500,544,44500,45000,90.00%,30.00%,90.00%,90.00%,90.00%,89.94%,89.50%,,,,,,,,,,,,,
30:23.7,5,500,544,44500,45000,82.00%,40.11%,82.00%,82.00%,82.00%,81.97%,88.00%,,,,,,,,,,,,,
35:15.8,1,500,549,45000,45500,68.00%,85.21%,68.00%,68.00%,68.00%,67.88%,68.00%,,,,,,,,,,,,,
40:04.7,2,500,549,45000,45500,79.00%,57.23%,79.00%,79.00%,79.00%,78.83%,73.50%,,,,,,,,,,,,,
44:53.5,3,500,549,45000,45500,69.00%,98.15%,69.00%,69.00%,69.00%,69.00%,72.00%,,,,,,,,,,,,,
49:42.4,4,500,549,45000,45500,81.00%,40.41%,81.00%,81.00%,81.00%,79.51%,74.25%,,,,,,,,,,,,,
54:31.1,5,500,549,45000,45500,79.00%,51.10%,79.00%,79.00%,79.00%,78.74%,75.20%,,,,,,,,,,,,,
59:22.0,1,500,546,45500,46000,86.00%,29.78%,86.00%,86.00%,86.00%,85.72%,86.00%,,,,,,,,,,,,,
04:07.9,2,500,546,45500,46000,83.00%,38.54%,83.00%,83.00%,83.00%,82.98%,84.50%,,,,,,,,,,,,,
08:54.1,3,500,546,45500,46000,81.00%,45.84%,81.00%,81.00%,81.00%,80.84%,83.33%,,,,,,,,,,,,,
13:41.8,4,500,546,45500,46000,84.00%,32.19%,84.00%,84.00%,84.00%,83.33%,83.50%,,,,,,,,,,,,,
18:27.1,5,500,546,45500,46000,50.00%,70.93%,50.00%,50.00%,50.00%,41.56%,76.80%,,,,,,,,,,,,,
23:18.6,1,500,547,46000,46500,83.00%,44.08%,83.00%,83.00%,83.00%,82.49%,83.00%,,,,,,,,,,,,,
28:07.1,2,500,547,46000,46500,78.00%,80.72%,78.00%,78.00%,78.00%,76.40%,80.50%,,,,,,,,,,,,,
32:53.3,3,500,547,46000,46500,80.00%,54.54%,80.00%,80.00%,80.00%,79.60%,80.33%,,,,,,,,,,,,,
37:41.2,4,500,547,46000,46500,87.00%,38.65%,87.00%,87.00%,87.00%,86.89%,82.00%,,,,,,,,,,,,,
42:28.7,5,500,547,46000,46500,84.00%,38.35%,84.00%,84.00%,84.00%,83.90%,82.40%,,,,,,,,,,,,,
47:09.3,1,500,522,46500,47000,86.00%,36.09%,86.00%,86.00%,86.00%,85.99%,86.00%,,,,,,,,,,,,,
51:45.0,2,500,522,46500,47000,89.00%,31.21%,89.00%,89.00%,89.00%,88.75%,87.50%,,,,,,,,,,,,,
56:21.5,3,500,522,46500,47000,90.00%,29.44%,90.00%,90.00%,90.00%,89.90%,88.33%,,,,,,,,,,,,,
00:57.3,4,500,522,46500,47000,85.00%,35.52%,85.00%,85.00%,85.00%,84.88%,87.50%,,,,,,,,,,,,,
05:32.6,5,500,522,46500,47000,84.00%,35.88%,84.00%,84.00%,84.00%,84.00%,86.80%,,,,,,,,,,,,,
10:18.2,1,500,534,47000,47500,77.00%,57.22%,77.00%,77.00%,77.00%,75.47%,77.00%,,,,,,,,,,,,,
14:59.3,2,500,534,47000,47500,85.00%,41.38%,85.00%,85.00%,85.00%,84.88%,81.00%,,,,,,,,,,,,,
19:40.7,3,500,534,47000,47500,86.00%,36.86%,86.00%,86.00%,86.00%,85.63%,82.67%,,,,,,,,,,,,,
24:22.3,4,500,534,47000,47500,92.00%,30.21%,92.00%,92.00%,92.00%,91.99%,85.00%,,,,,,,,,,,,,
29:04.2,5,500,534,47000,47500,86.00%,30.51%,86.00%,86.00%,86.00%,85.99%,85.20%,,,,,,,,,,,,,
33:53.3,1,500,542,47500,48000,79.00%,44.12%,79.00%,79.00%,79.00%,78.98%,79.00%,,,,,,,,,,,,,
38:37.9,2,500,542,47500,48000,85.00%,38.44%,85.00%,85.00%,85.00%,84.65%,82.00%,,,,,,,,,,,,,
43:23.6,3,500,542,47500,48000,78.00%,62.44%,78.00%,78.00%,78.00%,76.66%,80.67%,,,,,,,,,,,,,
48:09.1,4,500,542,47500,48000,89.00%,30.55%,89.00%,89.00%,89.00%,89.00%,82.75%,,,,,,,,,,,,,
52:54.1,5,500,542,47500,48000,83.00%,34.96%,83.00%,83.00%,83.00%,82.92%,82.80%,,,,,,,,,,,,,
57:46.9,1,500,550,48000,48500,82.00%,47.04%,82.00%,82.00%,82.00%,81.53%,82.00%,,,,,,,,,,,,,
02:36.0,2,500,550,48000,48500,80.00%,47.18%,80.00%,80.00%,80.00%,79.87%,81.00%,,,,,,,,,,,,,
07:25.2,3,500,550,48000,48500,88.00%,32.14%,88.00%,88.00%,88.00%,87.96%,83.33%,,,,,,,,,,,,,
12:14.6,4,500,550,48000,48500,82.00%,43.77%,82.00%,82.00%,82.00%,81.97%,83.00%,,,,,,,,,,,,,
17:03.4,5,500,550,48000,48500,81.00%,40.72%,81.00%,81.00%,81.00%,80.43%,82.60%,,,,,,,,,,,,,
21:54.1,1,500,543,48500,49000,90.00%,26.78%,90.00%,90.00%,90.00%,89.94%,90.00%,,,,,,,,,,,,,
26:41.2,2,500,543,48500,49000,88.00%,34.21%,88.00%,88.00%,88.00%,87.76%,89.00%,,,,,,,,,,,,,
31:26.9,3,500,543,48500,49000,74.00%,57.13%,74.00%,74.00%,74.00%,71.43%,84.00%,,,,,,,,,,,,,
36:13.0,4,500,543,48500,49000,91.00%,25.73%,91.00%,91.00%,91.00%,90.89%,85.75%,,,,,,,,,,,,,
40:58.9,5,500,543,48500,49000,89.00%,25.93%,89.00%,89.00%,89.00%,88.99%,86.40%,,,,,,,,,,,,,
45:50.7,1,500,546,49000,49500,80.00%,47.95%,80.00%,80.00%,80.00%,79.97%,80.00%,,,,,,,,,,,,,
50:37.6,2,500,546,49000,49500,80.00%,49.20%,80.00%,80.00%,80.00%,79.87%,80.00%,,,,,,,,,,,,,
55:24.3,3,500,546,49000,49500,82.00%,49.27%,82.00%,82.00%,82.00%,81.08%,80.67%,,,,,,,,,,,,,
00:10.8,4,500,546,49000,49500,79.00%,59.74%,79.00%,79.00%,79.00%,78.98%,80.25%,,,,,,,,,,,,,
04:57.3,5,500,546,49000,49500,78.00%,67.97%,78.00%,78.00%,78.00%,77.92%,79.80%,,,,,,,,,,,,,
09:41.9,1,500,529,49500,50000,47.00%,70.11%,47.00%,47.00%,47.00%,31.97%,47.00%,,,,,,,,,,,,,
14:23.7,2,500,529,49500,50000,86.00%,30.75%,86.00%,86.00%,86.00%,85.63%,66.50%,,,,,,,,,,,,,
19:03.4,3,500,529,49500,50000,87.00%,30.87%,87.00%,87.00%,87.00%,86.70%,73.33%,,,,,,,,,,,,,
23:43.8,4,500,529,49500,50000,70.00%,56.88%,70.00%,70.00%,70.00%,68.75%,72.50%,,,,,,,,,,,,,
28:24.2,5,500,529,49500,50000,77.00%,64.32%,77.00%,77.00%,77.00%,76.32%,73.40%,,,,,,,,,,,,,
36:02.3,1,1000,1077,0,1000,85.00%,36.99%,85.00%,85.00%,85.00%,84.70%,85.00%,,,,,,,,,,,,,
44:47.2,2,1000,1077,0,1000,86.50%,39.37%,86.50%,86.50%,86.50%,86.35%,85.75%,,,,,,,,,,,,,
53:30.1,3,1000,1077,0,1000,86.50%,34.89%,86.50%,86.50%,86.50%,86.42%,86.00%,,,,,,,,,,,,,
02:12.7,4,1000,1077,0,1000,87.00%,31.03%,87.00%,87.00%,87.00%,86.94%,86.25%,,,,,,,,,,,,,
10:57.4,5,1000,1077,0,1000,88.50%,28.11%,88.50%,88.50%,88.50%,88.49%,86.70%,,,,,,,,,,,,,
19:42.3,1,1000,1072,1000,2000,86.50%,34.90%,86.50%,86.50%,86.50%,86.44%,86.50%,,,,,,,,,,,,,
28:23.3,2,1000,1072,1000,2000,77.50%,71.24%,77.50%,77.50%,77.50%,76.06%,82.00%,,,,,,,,,,,,,
37:06.0,3,1000,1072,1000,2000,86.00%,32.49%,86.00%,86.00%,86.00%,85.99%,83.33%,,,,,,,,,,,,,
45:47.3,4,1000,1072,1000,2000,84.50%,41.76%,84.50%,84.50%,84.50%,84.21%,83.63%,,,,,,,,,,,,,
54:28.3,5,1000,1072,1000,2000,88.00%,48.81%,88.00%,88.00%,88.00%,87.85%,84.50%,,,,,,,,,,,,,
03:23.7,1,1000,1095,2000,3000,88.50%,33.58%,88.50%,88.50%,88.50%,88.40%,88.50%,,,,,,,,,,,,,
12:14.3,2,1000,1095,2000,3000,85.50%,32.14%,85.50%,85.50%,85.50%,85.47%,87.00%,,,,,,,,,,,,,
21:05.9,3,1000,1095,2000,3000,88.00%,35.83%,88.00%,88.00%,88.00%,88.00%,87.33%,,,,,,,,,,,,,
29:56.8,4,1000,1095,2000,3000,89.00%,30.83%,89.00%,89.00%,89.00%,89.00%,87.75%,,,,,,,,,,,,,
38:48.6,5,1000,1095,2000,3000,85.50%,48.97%,85.50%,85.50%,85.50%,85.23%,87.30%,,,,,,,,,,,,,
47:47.0,1,1000,1082,3000,4000,89.50%,27.13%,89.50%,89.50%,89.50%,89.42%,89.50%,,,,,,,,,,,,,
56:34.0,2,1000,1082,3000,4000,89.00%,28.80%,89.00%,89.00%,89.00%,88.97%,89.25%,,,,,,,,,,,,,
05:20.8,3,1000,1082,3000,4000,88.00%,30.46%,88.00%,88.00%,88.00%,87.90%,88.83%,,,,,,,,,,,,,
14:06.7,4,1000,1082,3000,4000,85.50%,31.91%,85.50%,85.50%,85.50%,85.37%,88.00%,,,,,,,,,,,,,
22:52.0,5,1000,1082,3000,4000,91.00%,22.14%,91.00%,91.00%,91.00%,91.00%,88.60%,,,,,,,,,,,,,
31:39.1,1,1000,1071,4000,5000,89.00%,28.56%,89.00%,89.00%,89.00%,88.98%,89.00%,,,,,,,,,,,,,
40:20.1,2,1000,1071,4000,5000,84.50%,33.23%,84.50%,84.50%,84.50%,84.33%,86.75%,,,,,,,,,,,,,
49:01.4,3,1000,1071,4000,5000,79.00%,41.26%,79.00%,79.00%,79.00%,78.64%,84.17%,,,,,,,,,,,,,
57:43.1,4,1000,1071,4000,5000,87.00%,34.53%,87.00%,87.00%,87.00%,86.74%,84.88%,,,,,,,,,,,,,
06:25.6,5,1000,1071,4000,5000,87.00%,33.00%,87.00%,87.00%,87.00%,87.00%,85.30%,,,,,,,,,,,,,
15:07.0,1,1000,1062,5000,6000,87.50%,33.77%,87.50%,87.50%,87.50%,87.33%,87.50%,,,,,,,,,,,,,
23:43.9,2,1000,1062,5000,6000,81.00%,46.09%,81.00%,81.00%,81.00%,81.00%,84.25%,,,,,,,,,,,,,
32:20.3,3,1000,1062,5000,6000,85.50%,43.49%,85.50%,85.50%,85.50%,84.73%,84.67%,,,,,,,,,,,,,
40:57.0,4,1000,1062,5000,6000,79.00%,49.57%,79.00%,79.00%,79.00%,76.43%,83.25%,,,,,,,,,,,,,
49:33.5,5,1000,1062,5000,6000,87.00%,31.96%,87.00%,87.00%,87.00%,86.56%,84.00%,,,,,,,,,,,,,
58:21.2,1,1000,1076,6000,7000,83.00%,44.60%,83.00%,83.00%,83.00%,82.98%,83.00%,,,,,,,,,,,,,
07:04.5,2,1000,1076,6000,7000,87.00%,41.56%,87.00%,87.00%,87.00%,86.99%,85.00%,,,,,,,,,,,,,
15:47.9,3,1000,1076,6000,7000,76.50%,60.52%,76.50%,76.50%,76.50%,75.76%,82.17%,,,,,,,,,,,,,
24:31.9,4,1000,1076,6000,7000,83.50%,48.80%,83.50%,83.50%,83.50%,83.50%,82.50%,,,,,,,,,,,,,
33:15.9,5,1000,1076,6000,7000,77.50%,62.19%,77.50%,77.50%,77.50%,76.87%,81.50%,,,,,,,,,,,,,
42:04.2,1,1000,1075,7000,8000,85.50%,40.73%,85.50%,85.50%,85.50%,85.19%,85.50%,,,,,,,,,,,,,
50:47.7,2,1000,1075,7000,8000,78.00%,61.78%,78.00%,78.00%,78.00%,76.53%,81.75%,,,,,,,,,,,,,
59:31.7,3,1000,1075,7000,8000,85.00%,37.63%,85.00%,85.00%,85.00%,84.82%,82.83%,,,,,,,,,,,,,
08:14.9,4,1000,1075,7000,8000,84.50%,33.93%,84.50%,84.50%,84.50%,84.49%,83.25%,,,,,,,,,,,,,
16:57.3,5,1000,1075,7000,8000,82.00%,41.17%,82.00%,82.00%,82.00%,81.97%,83.00%,,,,,,,,,,,,,
25:50.3,1,1000,1090,8000,9000,84.50%,41.93%,84.50%,84.50%,84.50%,84.45%,84.50%,,,,,,,,,,,,,
34:40.0,2,1000,1090,8000,9000,75.00%,56.08%,75.00%,75.00%,75.00%,73.85%,79.75%,,,,,,,,,,,,,
43:30.8,3,1000,1090,8000,9000,87.00%,32.45%,87.00%,87.00%,87.00%,87.00%,82.17%,,,,,,,,,,,,,
52:17.5,4,1000,1090,8000,9000,84.00%,51.53%,84.00%,84.00%,84.00%,83.80%,82.63%,,,,,,,,,,,,,
01:05.4,5,1000,1090,8000,9000,87.00%,39.80%,87.00%,87.00%,87.00%,86.84%,83.50%,,,,,,,,,,,,,
09:53.9,1,1000,1080,9000,10000,86.50%,42.24%,86.50%,86.50%,86.50%,86.47%,86.50%,,,,,,,,,,,,,
18:38.2,2,1000,1080,9000,10000,88.50%,31.19%,88.50%,88.50%,88.50%,88.50%,87.50%,,,,,,,,,,,,,
27:23.3,3,1000,1080,9000,10000,88.50%,31.10%,88.50%,88.50%,88.50%,88.50%,87.83%,,,,,,,,,,,,,
36:06.3,4,1000,1080,9000,10000,86.50%,43.21%,86.50%,86.50%,86.50%,86.44%,87.50%,,,,,,,,,,,,,
44:50.8,5,1000,1080,9000,10000,88.00%,29.97%,88.00%,88.00%,88.00%,87.99%,87.60%,,,,,,,,,,,,,
53:38.3,1,1000,1076,10000,11000,85.00%,31.11%,85.00%,85.00%,85.00%,85.00%,85.00%,,,,,,,,,,,,,
02:21.8,2,1000,1076,10000,11000,81.50%,63.78%,81.50%,81.50%,81.50%,81.21%,83.25%,,,,,,,,,,,,,
11:06.2,3,1000,1076,10000,11000,84.00%,35.84%,84.00%,84.00%,84.00%,83.87%,83.50%,,,,,,,,,,,,,
19:49.9,4,1000,1076,10000,11000,86.00%,35.02%,86.00%,86.00%,86.00%,85.98%,84.13%,,,,,,,,,,,,,
28:33.5,5,1000,1076,10000,11000,85.50%,31.57%,85.50%,85.50%,85.50%,85.42%,84.40%,,,,,,,,,,,,,
37:27.3,1,1000,1091,11000,12000,78.50%,55.96%,78.50%,78.50%,78.50%,78.26%,78.50%,,,,,,,,,,,,,
46:16.4,2,1000,1091,11000,12000,81.50%,51.14%,81.50%,81.50%,81.50%,81.46%,80.00%,,,,,,,,,,,,,
55:05.1,3,1000,1091,11000,12000,85.00%,33.30%,85.00%,85.00%,85.00%,84.99%,81.67%,,,,,,,,,,,,,
03:55.1,4,1000,1091,11000,12000,83.50%,45.87%,83.50%,83.50%,83.50%,83.47%,82.13%,,,,,,,,,,,,,
12:45.3,5,1000,1091,11000,12000,87.50%,29.15%,87.50%,87.50%,87.50%,87.33%,83.20%,,,,,,,,,,,,,
21:42.7,1,1000,1098,12000,13000,89.00%,28.50%,89.00%,89.00%,89.00%,88.99%,89.00%,,,,,,,,,,,,,
30:35.2,2,1000,1098,12000,13000,87.00%,41.34%,87.00%,87.00%,87.00%,86.87%,88.00%,,,,,,,,,,,,,
39:28.0,3,1000,1098,12000,13000,89.00%,26.06%,89.00%,89.00%,89.00%,88.96%,88.33%,,,,,,,,,,,,,
48:21.5,4,1000,1098,12000,13000,86.00%,47.10%,86.00%,86.00%,86.00%,85.91%,87.75%,,,,,,,,,,,,,
57:13.3,5,1000,1098,12000,13000,86.00%,41.70%,86.00%,86.00%,86.00%,85.68%,87.40%,,,,,,,,,,,,,
06:07.8,1,1000,1091,13000,14000,85.00%,43.21%,85.00%,85.00%,85.00%,84.78%,85.00%,,,,,,,,,,,,,
14:57.4,2,1000,1091,13000,14000,84.50%,45.55%,84.50%,84.50%,84.50%,84.29%,84.75%,,,,,,,,,,,,,
23:48.0,3,1000,1091,13000,14000,77.00%,51.85%,77.00%,77.00%,77.00%,76.54%,82.17%,,,,,,,,,,,,,
32:37.5,4,1000,1091,13000,14000,85.50%,39.77%,85.50%,85.50%,85.50%,85.50%,83.00%,,,,,,,,,,,,,
41:27.7,5,1000,1091,13000,14000,82.50%,44.07%,82.50%,82.50%,82.50%,81.81%,82.90%,,,,,,,,,,,,,
50:14.8,1,1000,1070,14000,15000,85.00%,43.86%,85.00%,85.00%,85.00%,84.70%,85.00%,,,,,,,,,,,,,
58:56.0,2,1000,1070,14000,15000,86.50%,41.54%,86.50%,86.50%,86.50%,86.44%,85.75%,,,,,,,,,,,,,
07:39.3,3,1000,1070,14000,15000,87.50%,34.79%,87.50%,87.50%,87.50%,87.36%,86.33%,,,,,,,,,,,,,
16:20.5,4,1000,1070,14000,15000,82.00%,51.30%,82.00%,82.00%,82.00%,81.69%,85.25%,,,,,,,,,,,,,
25:02.2,5,1000,1070,14000,15000,85.00%,35.49%,85.00%,85.00%,85.00%,84.96%,85.20%,,,,,,,,,,,,,
33:58.8,1,1000,1096,15000,16000,86.00%,38.94%,86.00%,86.00%,86.00%,86.00%,86.00%,,,,,,,,,,,,,
42:50.8,2,1000,1096,15000,16000,87.50%,33.75%,87.50%,87.50%,87.50%,87.33%,86.75%,,,,,,,,,,,,,
51:42.3,3,1000,1096,15000,16000,89.00%,32.92%,89.00%,89.00%,89.00%,88.98%,87.50%,,,,,,,,,,,,,
00:34.0,4,1000,1096,15000,16000,89.50%,28.37%,89.50%,89.50%,89.50%,89.48%,88.00%,,,,,,,,,,,,,
09:24.3,5,1000,1096,15000,16000,88.50%,30.88%,88.50%,88.50%,88.50%,88.49%,88.10%,,,,,,,,,,,,,
18:11.0,1,1000,1069,16000,17000,83.50%,39.08%,83.50%,83.50%,83.50%,83.28%,83.50%,,,,,,,,,,,,,
26:51.3,2,1000,1069,16000,17000,85.50%,40.45%,85.50%,85.50%,85.50%,85.42%,84.50%,,,,,,,,,,,,,
35:32.7,3,1000,1069,16000,17000,85.50%,32.47%,85.50%,85.50%,85.50%,85.46%,84.83%,,,,,,,,,,,,,
44:14.9,4,1000,1069,16000,17000,84.00%,39.95%,84.00%,84.00%,84.00%,83.77%,84.62%,,,,,,,,,,,,,
52:56.6,5,1000,1069,16000,17000,88.00%,30.64%,88.00%,88.00%,88.00%,87.96%,85.30%,,,,,,,,,,,,,
01:37.9,1,1000,1060,17000,18000,84.00%,37.11%,84.00%,84.00%,84.00%,83.84%,84.00%,,,,,,,,,,,,,
10:15.3,2,1000,1060,17000,18000,88.50%,28.83%,88.50%,88.50%,88.50%,88.48%,86.25%,,,,,,,,,,,,,
18:52.7,3,1000,1060,17000,18000,85.50%,33.74%,85.50%,85.50%,85.50%,85.42%,86.00%,,,,,,,,,,,,,
27:30.5,4,1000,1060,17000,18000,87.00%,31.85%,87.00%,87.00%,87.00%,86.95%,86.25%,,,,,,,,,,,,,
36:08.1,5,1000,1060,17000,18000,88.50%,25.60%,88.50%,88.50%,88.50%,88.40%,86.70%,,,,,,,,,,,,,
44:58.3,1,1000,1085,18000,19000,79.00%,46.13%,79.00%,79.00%,79.00%,78.58%,79.00%,,,,,,,,,,,,,
53:45.9,2,1000,1085,18000,19000,82.00%,50.19%,82.00%,82.00%,82.00%,81.91%,80.50%,,,,,,,,,,,,,
02:32.9,3,1000,1085,18000,19000,86.00%,40.51%,86.00%,86.00%,86.00%,86.00%,82.33%,,,,,,,,,,,,,
11:20.0,4,1000,1085,18000,19000,82.00%,65.09%,82.00%,82.00%,82.00%,81.53%,82.25%,,,,,,,,,,,,,
20:10.5,5,1000,1085,18000,19000,79.50%,55.81%,79.50%,79.50%,79.50%,79.35%,81.70%,,,,,,,,,,,,,
29:04.8,1,1000,1089,19000,20000,85.50%,35.36%,85.50%,85.50%,85.50%,85.34%,85.50%,,,,,,,,,,,,,
37:54.2,2,1000,1089,19000,20000,79.00%,48.67%,79.00%,79.00%,79.00%,78.12%,82.25%,,,,,,,,,,,,,
46:43.5,3,1000,1089,19000,20000,89.00%,27.12%,89.00%,89.00%,89.00%,89.00%,84.50%,,,,,,,,,,,,,
55:33.2,4,1000,1089,19000,20000,90.00%,26.67%,90.00%,90.00%,90.00%,89.99%,85.88%,,,,,,,,,,,,,
04:23.2,5,1000,1089,19000,20000,88.00%,28.31%,88.00%,88.00%,88.00%,87.92%,86.30%,,,,,,,,,,,,,
13:27.0,1,1000,1111,20000,21000,90.50%,30.39%,90.50%,90.50%,90.50%,90.43%,90.50%,,,,,,,,,,,,,
22:25.7,2,1000,1111,20000,21000,89.50%,30.31%,89.50%,89.50%,89.50%,89.36%,90.00%,,,,,,,,,,,,,
31:25.3,3,1000,1111,20000,21000,90.00%,28.17%,90.00%,90.00%,90.00%,89.85%,90.00%,,,,,,,,,,,,,
40:23.8,4,1000,1111,20000,21000,87.50%,39.89%,87.50%,87.50%,87.50%,87.11%,89.37%,,,,,,,,,,,,,
49:23.6,5,1000,1111,20000,21000,87.50%,29.27%,87.50%,87.50%,87.50%,87.23%,89.00%,,,,,,,,,,,,,
58:14.2,1,1000,1077,21000,22000,86.50%,40.63%,86.50%,86.50%,86.50%,86.46%,86.50%,,,,,,,,,,,,,
06:58.8,2,1000,1077,21000,22000,83.50%,47.08%,83.50%,83.50%,83.50%,83.47%,85.00%,,,,,,,,,,,,,
15:44.0,3,1000,1077,21000,22000,85.00%,31.42%,85.00%,85.00%,85.00%,84.99%,85.00%,,,,,,,,,,,,,
24:28.6,4,1000,1077,21000,22000,86.00%,33.21%,86.00%,86.00%,86.00%,86.00%,85.25%,,,,,,,,,,,,,
33:13.7,5,1000,1077,21000,22000,81.00%,42.51%,81.00%,81.00%,81.00%,80.36%,84.40%,,,,,,,,,,,,,
42:08.0,1,1000,1088,22000,23000,90.50%,31.22%,90.50%,90.50%,90.50%,90.41%,90.50%,,,,,,,,,,,,,
50:57.8,2,1000,1088,22000,23000,88.00%,37.37%,88.00%,88.00%,88.00%,88.00%,89.25%,,,,,,,,,,,,,
59:47.4,3,1000,1088,22000,23000,88.50%,36.26%,88.50%,88.50%,88.50%,88.18%,89.00%,,,,,,,,,,,,,
08:37.5,4,1000,1088,22000,23000,88.00%,32.07%,88.00%,88.00%,88.00%,87.98%,88.75%,,,,,,,,,,,,,
17:27.4,5,1000,1088,22000,23000,93.00%,26.24%,93.00%,93.00%,93.00%,92.88%,89.60%,,,,,,,,,,,,,
26:22.0,1,1000,1089,23000,24000,89.50%,35.77%,89.50%,89.50%,89.50%,89.42%,89.50%,,,,,,,,,,,,,
35:11.2,2,1000,1089,23000,24000,87.50%,31.80%,87.50%,87.50%,87.50%,87.49%,88.50%,,,,,,,,,,,,,
44:00.5,3,1000,1089,23000,24000,91.50%,23.62%,91.50%,91.50%,91.50%,91.42%,89.50%,,,,,,,,,,,,,
52:50.2,4,1000,1089,23000,24000,92.00%,26.00%,92.00%,92.00%,92.00%,91.98%,90.13%,,,,,,,,,,,,,
01:39.6,5,1000,1089,23000,24000,88.50%,28.28%,88.50%,88.50%,88.50%,88.45%,89.80%,,,,,,,,,,,,,
10:33.9,1,1000,1089,24000,25000,80.50%,40.56%,80.50%,80.50%,80.50%,79.88%,80.50%,,,,,,,,,,,,,
19:23.4,2,1000,1089,24000,25000,85.50%,42.25%,85.50%,85.50%,85.50%,85.37%,83.00%,,,,,,,,,,,,,
28:12.4,3,1000,1089,24000,25000,84.50%,39.66%,84.50%,84.50%,84.50%,84.36%,83.50%,,,,,,,,,,,,,
37:01.5,4,1000,1089,24000,25000,75.00%,81.35%,75.00%,75.00%,75.00%,74.42%,81.38%,,,,,,,,,,,,,
45:49.0,5,1000,1089,24000,25000,84.50%,38.69%,84.50%,84.50%,84.50%,84.49%,82.00%,,,,,,,,,,,,,
