date,numbers,number of full data,number of train data,start,end,acc,loss,recall,precision,F1_micro,F1_macro,average_acc,,,,,,,,,,,,,
36:10.8,2,5000,4000,20000,25000,88.20%,25.95%,88.20%,88.20%,88.20%,88.13%,88.60%,,,,,,,,,,,,,
09:54.6,3,5000,4000,20000,25000,88.80%,36.83%,88.80%,88.80%,88.80%,88.60%,88.67%,,,,,,,,,,,,,
43:29.2,4,5000,4000,20000,25000,87.80%,29.90%,87.80%,87.80%,87.80%,87.42%,88.45%,,,,,,,,,,,,,
16:46.2,5,5000,4000,20000,25000,87.00%,32.40%,87.00%,87.00%,87.00%,87.00%,88.16%,,,,,,,,,,,,,
50:26.9,1,5000,4000,25000,30000,87.00%,35.97%,87.00%,87.00%,87.00%,86.97%,87.00%,,,,,,,,,,,,,
24:15.3,2,5000,4000,25000,30000,88.20%,34.08%,88.20%,88.20%,88.20%,88.19%,87.60%,,,,,,,,,,,,,
57:48.2,3,5000,4000,25000,30000,88.00%,36.50%,88.00%,88.00%,88.00%,87.99%,87.73%,,,,,,,,,,,,,
31:23.9,4,5000,4000,25000,30000,88.00%,31.07%,88.00%,88.00%,88.00%,88.00%,87.80%,,,,,,,,,,,,,
05:07.6,5,5000,4000,25000,30000,87.40%,32.23%,87.40%,87.40%,87.40%,87.39%,87.72%,,,,,,,,,,,,,
38:58.8,1,5000,4000,30000,35000,86.40%,35.36%,86.40%,86.40%,86.40%,86.37%,86.40%,,,,,,,,,,,,,
12:47.8,2,5000,4000,30000,35000,86.80%,29.85%,86.80%,86.80%,86.80%,86.77%,86.60%,,,,,,,,,,,,,
46:44.9,3,5000,4000,30000,35000,88.60%,36.96%,88.60%,88.60%,88.60%,88.56%,87.27%,,,,,,,,,,,,,
20:27.4,4,5000,4000,30000,35000,87.00%,35.00%,87.00%,87.00%,87.00%,86.98%,87.20%,,,,,,,,,,,,,
53:52.2,5,5000,4000,30000,35000,84.00%,35.13%,84.00%,84.00%,84.00%,83.88%,86.56%,,,,,,,,,,,,,
27:42.2,1,5000,4000,35000,40000,89.20%,27.80%,89.20%,89.20%,89.20%,89.20%,89.20%,,,,,,,,,,,,,
01:32.9,2,5000,4000,35000,40000,89.00%,27.36%,89.00%,89.00%,89.00%,89.00%,89.10%,,,,,,,,,,,,,
35:13.6,3,5000,4000,35000,40000,90.40%,28.10%,90.40%,90.40%,90.40%,90.38%,89.53%,,,,,,,,,,,,,
08:49.0,4,5000,4000,35000,40000,89.60%,29.12%,89.60%,89.60%,89.60%,89.57%,89.55%,,,,,,,,,,,,,
42:21.1,5,5000,4000,35000,40000,88.00%,34.60%,88.00%,88.00%,88.00%,87.99%,89.24%,,,,,,,,,,,,,
16:06.0,1,5000,4000,40000,45000,88.80%,31.04%,88.80%,88.80%,88.80%,88.79%,88.80%,,,,,,,,,,,,,
49:49.2,2,5000,4000,40000,45000,90.20%,25.64%,90.20%,90.20%,90.20%,90.19%,89.50%,,,,,,,,,,,,,
23:29.9,3,5000,4000,40000,45000,90.20%,27.20%,90.20%,90.20%,90.20%,90.19%,89.73%,,,,,,,,,,,,,
57:05.0,4,5000,4000,40000,45000,88.40%,27.96%,88.40%,88.40%,88.40%,88.32%,89.40%,,,,,,,,,,,,,
30:50.1,5,5000,4000,40000,45000,90.20%,29.23%,90.20%,90.20%,90.20%,90.18%,89.56%,,,,,,,,,,,,,
04:36.9,1,5000,4000,45000,50000,88.20%,33.58%,88.20%,88.20%,88.20%,88.10%,88.20%,,,,,,,,,,,,,
38:22.4,2,5000,4000,45000,50000,88.20%,26.36%,88.20%,88.20%,88.20%,88.20%,88.20%,,,,,,,,,,,,,
12:05.2,3,5000,4000,45000,50000,88.20%,27.55%,88.20%,88.20%,88.20%,88.17%,88.20%,,,,,,,,,,,,,
45:46.9,4,5000,4000,45000,50000,83.60%,41.61%,83.60%,83.60%,83.60%,83.19%,87.05%,,,,,,,,,,,,,
19:10.4,5,5000,4000,45000,50000,90.60%,23.34%,90.60%,90.60%,90.60%,90.60%,87.76%,,,,,,,,,,,,,
34:59.0,1,10000,8000,0,10000,88.20%,32.33%,88.20%,88.20%,88.20%,88.12%,88.20%,,,,,,,,,,,,,
42:18.4,2,10000,8000,0,10000,86.50%,30.36%,86.50%,86.50%,86.50%,86.28%,87.35%,,,,,,,,,,,,,
49:36.5,3,10000,8000,0,10000,88.40%,40.17%,88.40%,88.40%,88.40%,88.38%,87.70%,,,,,,,,,,,,,
57:05.3,4,10000,8000,0,10000,87.00%,38.94%,87.00%,87.00%,87.00%,86.74%,87.53%,,,,,,,,,,,,,
05:12.1,5,10000,8000,0,10000,88.70%,29.47%,88.70%,88.70%,88.70%,88.67%,87.76%,,,,,,,,,,,,,
13:08.0,1,10000,8000,10000,20000,89.50%,28.22%,89.50%,89.50%,89.50%,89.42%,89.50%,,,,,,,,,,,,,
20:44.6,2,10000,8000,10000,20000,82.30%,50.20%,82.30%,82.30%,82.30%,81.62%,85.90%,,,,,,,,,,,,,
28:28.3,3,10000,8000,10000,20000,88.90%,29.39%,88.90%,88.90%,88.90%,88.90%,86.90%,,,,,,,,,,,,,
36:07.5,4,10000,8000,10000,20000,89.30%,29.19%,89.30%,89.30%,89.30%,89.28%,87.50%,,,,,,,,,,,,,
43:12.8,5,10000,8000,10000,20000,89.30%,29.50%,89.30%,89.30%,89.30%,89.30%,87.86%,,,,,,,,,,,,,
51:12.4,1,10000,8000,20000,30000,89.00%,33.16%,89.00%,89.00%,89.00%,89.00%,89.00%,,,,,,,,,,,,,
59:22.1,2,10000,8000,20000,30000,90.40%,22.34%,90.40%,90.40%,90.40%,90.37%,89.70%,,,,,,,,,,,,,
07:58.4,3,10000,8000,20000,30000,90.90%,24.18%,90.90%,90.90%,90.90%,90.85%,90.10%,,,,,,,,,,,,,
15:19.0,4,10000,8000,20000,30000,90.00%,25.71%,90.00%,90.00%,90.00%,89.99%,90.07%,,,,,,,,,,,,,
23:22.9,5,10000,8000,20000,30000,88.70%,26.05%,88.70%,88.70%,88.70%,88.70%,89.80%,,,,,,,,,,,,,
31:06.2,1,10000,8000,30000,40000,89.30%,31.21%,89.30%,89.30%,89.30%,89.30%,89.30%,,,,,,,,,,,,,
39:05.4,2,10000,8000,30000,40000,87.20%,34.11%,87.20%,87.20%,87.20%,87.12%,88.25%,,,,,,,,,,,,,
47:07.9,3,10000,8000,30000,40000,87.00%,30.88%,87.00%,87.00%,87.00%,86.96%,87.83%,,,,,,,,,,,,,
54:38.8,4,10000,8000,30000,40000,89.70%,26.20%,89.70%,89.70%,89.70%,89.70%,88.30%,,,,,,,,,,,,,
02:32.1,5,10000,8000,30000,40000,89.40%,29.81%,89.40%,89.40%,89.40%,89.40%,88.52%,,,,,,,,,,,,,
09:52.0,1,10000,8000,40000,50000,88.70%,31.28%,88.70%,88.70%,88.70%,88.70%,88.70%,,,,,,,,,,,,,
18:25.1,2,10000,8000,40000,50000,87.40%,40.51%,87.40%,87.40%,87.40%,87.32%,88.05%,,,,,,,,,,,,,
26:20.3,3,10000,8000,40000,50000,86.90%,35.49%,86.90%,86.90%,86.90%,86.90%,87.67%,,,,,,,,,,,,,
34:10.1,4,10000,8000,40000,50000,87.20%,44.68%,87.20%,87.20%,87.20%,87.19%,87.55%,,,,,,,,,,,,,
41:56.5,5,10000,8000,40000,50000,87.90%,36.04%,87.90%,87.90%,87.90%,87.90%,87.62%,,,,,,,,,,,,,
54:35.7,1,25000,20000,0,25000,91.04%,26.61%,91.04%,91.04%,91.04%,91.04%,91.04%,,,,,,,,,,,,,
40:04.8,2,25000,20000,0,25000,89.68%,29.22%,89.68%,89.68%,89.68%,89.59%,90.36%,,,,,,,,,,,,,
24:59.6,3,25000,20000,0,25000,90.04%,27.34%,90.04%,90.04%,90.04%,90.04%,90.25%,,,,,,,,,,,,,
10:11.4,4,25000,20000,0,25000,87.84%,36.69%,87.84%,87.84%,87.84%,87.81%,89.65%,,,,,,,,,,,,,
55:36.0,5,25000,20000,0,25000,90.84%,23.27%,90.84%,90.84%,90.84%,90.80%,89.89%,,,,,,,,,,,,,
41:10.2,1,25000,20000,25000,50000,90.40%,28.06%,90.40%,90.40%,90.40%,90.40%,90.40%,,,,,,,,,,,,,
27:16.1,2,25000,20000,25000,50000,88.88%,29.61%,88.88%,88.88%,88.88%,88.82%,89.64%,,,,,,,,,,,,,
12:28.0,3,25000,20000,25000,50000,91.28%,22.96%,91.28%,91.28%,91.28%,91.27%,90.19%,,,,,,,,,,,,,
57:07.0,4,25000,20000,25000,50000,89.32%,27.86%,89.32%,89.32%,89.32%,89.30%,89.97%,,,,,,,,,,,,,
43:21.8,5,25000,20000,25000,50000,90.52%,24.33%,90.52%,90.52%,90.52%,90.52%,90.08%,,,,,,,,,,,,,
47:11.1,1,25000,20000,0,25000,91.24%,27.25%,91.24%,91.24%,91.24%,91.24%,91.24%,,,,,,,,,,,,,
32:10.3,2,25000,20000,0,25000,91.08%,23.16%,91.08%,91.08%,91.08%,91.07%,91.16%,,,,,,,,,,,,,
19:05.4,3,25000,20000,0,25000,90.32%,25.60%,90.32%,90.32%,90.32%,90.32%,90.88%,,,,,,,,,,,,,
05:14.7,4,25000,20000,0,25000,91.16%,27.01%,91.16%,91.16%,91.16%,91.15%,90.95%,,,,,,,,,,,,,
52:25.8,5,25000,20000,0,25000,90.20%,26.04%,90.20%,90.20%,90.20%,90.20%,90.80%,,,,,,,,,,,,,
48:19.3,1,25000,20000,25000,50000,89.00%,28.67%,89.00%,89.00%,89.00%,88.93%,89.00%,,,,,,,,,,,,,
49:20.7,2,25000,20000,25000,50000,90.72%,24.23%,90.72%,90.72%,90.72%,90.72%,89.86%,,,,,,,,,,,,,
43:16.8,3,25000,20000,25000,50000,90.20%,27.95%,90.20%,90.20%,90.20%,90.20%,89.97%,,,,,,,,,,,,,
29:37.5,4,25000,20000,25000,50000,90.32%,29.67%,90.32%,90.32%,90.32%,90.31%,90.06%,,,,,,,,,,,,,
17:20.1,5,25000,20000,25000,50000,90.60%,28.06%,90.60%,90.60%,90.60%,90.60%,90.17%,,,,,,,,,,,,,
46:37.5,1,12500,10000,0,12500,89.36%,30.18%,89.36%,89.36%,89.36%,89.29%,89.36%,,,,,,,,,,,,,
11:05.9,2,12500,10000,0,12500,89.44%,31.67%,89.44%,89.44%,89.44%,89.42%,89.40%,,,,,,,,,,,,,
35:43.8,3,12500,10000,0,12500,87.52%,30.53%,87.52%,87.52%,87.52%,87.37%,88.77%,,,,,,,,,,,,,
59:18.7,4,12500,10000,0,12500,90.40%,28.54%,90.40%,90.40%,90.40%,90.37%,89.18%,,,,,,,,,,,,,
22:49.7,5,12500,10000,0,12500,89.92%,33.58%,89.92%,89.92%,89.92%,89.90%,89.33%,,,,,,,,,,,,,
45:50.9,1,12500,10000,12500,25000,86.24%,36.79%,86.24%,86.24%,86.24%,86.03%,86.24%,,,,,,,,,,,,,
08:51.0,2,12500,10000,12500,25000,86.16%,34.34%,86.16%,86.16%,86.16%,85.94%,86.20%,,,,,,,,,,,,,
31:43.1,3,12500,10000,12500,25000,89.92%,29.00%,89.92%,89.92%,89.92%,89.89%,87.44%,,,,,,,,,,,,,
54:32.4,4,12500,10000,12500,25000,88.24%,28.52%,88.24%,88.24%,88.24%,88.21%,87.64%,,,,,,,,,,,,,
17:27.5,5,12500,10000,12500,25000,88.48%,31.79%,88.48%,88.48%,88.48%,88.48%,87.81%,,,,,,,,,,,,,
2022-07-28 15:21:08.463703,1,12500,10000,25000,37500,90.80%,27.07%,90.80%,90.80%,90.80%,90.80%,90.80%
2022-07-28 16:46:17.995464,2,12500,10000,25000,37500,90.48%,25.33%,90.48%,90.48%,90.48%,90.48%,90.64%
2022-07-28 18:10:31.905774,3,12500,10000,25000,37500,88.80%,30.69%,88.80%,88.80%,88.80%,88.80%,90.03%
2022-07-28 19:34:51.349484,4,12500,10000,25000,37500,90.72%,28.71%,90.72%,90.72%,90.72%,90.71%,90.20%
2022-07-28 20:59:09.902499,5,12500,10000,25000,37500,89.68%,27.42%,89.68%,89.68%,89.68%,89.68%,90.10%
2022-07-28 22:23:11.458395,1,12500,10000,37500,50000,90.32%,26.76%,90.32%,90.32%,90.32%,90.32%,90.32%
2022-07-28 23:47:46.790654,2,12500,10000,37500,50000,88.64%,29.14%,88.64%,88.64%,88.64%,88.64%,89.48%
2022-07-29 01:11:31.625811,3,12500,10000,37500,50000,88.40%,30.47%,88.40%,88.40%,88.40%,88.36%,89.12%
2022-07-29 02:34:28.483432,4,12500,10000,37500,50000,88.88%,28.36%,88.88%,88.88%,88.88%,88.88%,89.06%
2022-07-29 03:58:22.104229,5,12500,10000,37500,50000,89.52%,31.16%,89.52%,89.52%,89.52%,89.51%,89.15%
2022-07-31 03:58:10.294414,1,50000,40000,0,50000,90.58%,25.82%,90.58%,90.58%,90.58%,90.57%,90.58%
2022-07-31 09:55:12.632626,2,50000,40000,0,50000,92.44%,20.87%,92.44%,92.44%,92.44%,92.44%,91.51%
2022-07-31 15:51:39.595767,3,50000,40000,0,50000,91.26%,23.06%,91.26%,91.26%,91.26%,91.25%,91.43%
2022-07-31 21:47:36.728839,4,50000,40000,0,50000,92.22%,21.87%,92.22%,92.22%,92.22%,92.22%,91.62%
2022-08-01 03:43:38.585260,5,50000,40000,0,50000,89.64%,26.34%,89.64%,89.64%,89.64%,89.60%,91.23%
